"ward_code","ward_name","category","sub_category","valid_from","valid_to","change_type","raw_record"
"190620003","急性期機能病棟０３","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDAzIiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8kO+8kyIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMDMiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAwMzAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAwMyIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJDvvJMiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620004","急性期機能病棟０４","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDA0IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8kO+8lCIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMDQiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAwNDAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAwNCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJDvvJQiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620005","急性期機能病棟０５","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDA1IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8kO+8lSIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMDUiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAwNTAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAwNSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJDvvJUiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620006","急性期機能病棟０６","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDA2IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8kO+8liIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMDYiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAwNjAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAwNiIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJDvvJYiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620007","急性期機能病棟０７","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDA3IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8kO+8lyIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMDciLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAwNzAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAwNyIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJDvvJciLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620008","急性期機能病棟０８","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDA4IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8kO+8mCIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMDgiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAwODAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAwOCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJDvvJgiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620009","急性期機能病棟０９","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDA5IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8kO+8mSIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMDkiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAwOTAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAwOSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJDvvJkiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620010","急性期機能病棟１０","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDEwIiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8ke+8kCIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMTAiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAxMDAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAxMCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJHvvJAiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620011","急性期機能病棟１１","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDExIiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8ke+8kSIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMTEiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAxMTAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAxMSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJHvvJEiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620012","急性期機能病棟１２","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDEyIiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8ke+8kiIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMTIiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAxMjAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAxMiIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJHvvJIiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620013","急性期機能病棟１３","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDEzIiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8ke+8kyIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMTMiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAxMzAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAxMyIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJHvvJMiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620014","急性期機能病棟１４","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDE0IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8ke+8lCIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMTQiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAxNDAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAxNCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJHvvJQiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620015","急性期機能病棟１５","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDE1IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8ke+8lSIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMTUiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAxNTAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAxNSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJHvvJUiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190620016","急性期機能病棟１６","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjIwMDE2IiwiOSIsIuaApeaAp+acn+apn+iDveeXheajn++8ke+8liIsIjE3Iiwi7723772t772z772+772y77237723776J772z776L776e772u772z776E772zMTYiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkyMDAxNjAiLCI5IiwiMDIiLCIwMDEiLCIwMiIsIjAxNiIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLmgKXmgKfmnJ/mqZ/og73nl4Xmo5/vvJHvvJYiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
